Commit SHA,Java File,Old function signature,New function signature
9a94fd278693e098837dddce222a732c1a57f532,rxjava-core/src/main/java/rx/schedulers/CurrentThreadScheduler.java,"enqueue(DiscardableAction, long)","enqueue(Scheduler, DiscardableAction, long)"
1a7e51f33a28f9299719252035d6bc218eeedbdd,rxjava-core/src/main/java/rx/operators/OperationRepeat.java,"OperationRepeat(Observable)","OperationRepeat(Observable, Scheduler)"
1a7e51f33a28f9299719252035d6bc218eeedbdd,rxjava-core/src/main/java/rx/operators/OperationRepeat.java,"repeat(Observable)","repeat(Observable, Scheduler)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/Observable.java,"amb(Observable<? extends T>[])","amb(Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/Observable.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable, Observable, Observable, Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/Observable.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/Observable.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/Observable.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/Observable.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable, Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/Observable.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable, Observable)"
50b04ec8301b11f321e7d9547ba076f6b365bcf4,rxjava-core/src/main/java/rx/Observable.java,"amb(Observable<? extends T>[])","amb(Observable, Observable, Observable, Observable, Observable, Observable, Observable, Observable)"
